arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,cluster
sHfJIOFtyLE,38.2665,48000.0,0.023904156,0.3543602,0.067457228899002,24.98661,0.0346789918216973,0.0,0.0,70.0
HfZvUS6jVKs,52.24491666666667,48000.0,0.21180615,1.1499155,0.184192806482315,65.62769,0.0559780857620457,0.0,0.0,27.0
PeO-01gRTDI,24.5435,48000.0,0.08638474,1.0686412,0.0808360576629638,26.993952,0.0703606702928074,0.0,0.0,76.0
VcLaaybYkig,87.65533333333333,48000.0,0.061422788,1.0239844,0.0599841028451919,32.481075,0.0260903680373874,31.0,0.3536578873314421,52.0
RtvU-D9UQ80,6.455166666666667,48000.0,0.10545402,0.56001663,0.1883051544427871,62.407196,0.0099622266914191,0.0,0.0,26.0
_HP_gzqFL80,16.938958333333332,48000.0,0.23088206,1.1584208,0.1993075907230377,79.60088,0.0638268712633731,0.0,0.0,27.0
MuDg8htp9pU,14.767895833333334,48000.0,0.1161559,0.83884305,0.1384715586900711,55.967278,0.0416086134927797,0.0,0.0,61.0
iIibtyK_kZU,36.4205,48000.0,0.1952022,1.1355805,0.1718963980674743,38.76365,0.0567738836017569,0.0,0.0,41.0
qUzmwhwy7pk,32.8,48000.0,0.03320665,0.516722,0.0642640516161918,60.177414,0.0158027877113133,1.0,0.030487804878048783,73.0
Rtwmj3e_d1E,48.23945833333333,48000.0,0.023892185,0.38006002,0.0628642439842224,22.617916,0.0322109089998341,0.0,0.0,70.0
lXtxJX4wUBw,39.104,48000.0,0.2677863,1.1882017,0.2253710776567459,37.433445,0.0436157526162394,0.0,0.0,57.0
UVgk7jxarYs,37.45379166666667,48000.0,0.017501708,0.31469667,0.0556145310401916,26.224878,0.0353069609552961,0.0,0.0,70.0
GFKVf3x3yb4,36.513395833333334,48000.0,0.25012785,1.1028506,0.2268012166023254,31.861656,0.0541391818322868,0.0,0.0,41.0
JXcWoRrSYbQ,28.177416666666662,48000.0,0.1894372,1.1788741,0.1606933176517486,32.896027,0.0694043190528009,0.0,0.0,58.0
5jK4ccLczAA,15.116208333333333,48000.0,0.064531945,0.9805405,0.0658126249909401,34.973267,0.0261843402900211,0.0,0.0,48.0
c-HOyBgLsvA,7.73225,48000.0,0.34442553,1.2590435,0.2735612690448761,37.02332,0.0535203394396551,0.0,0.0,15.0
we29HaFZ7rk,37.0590625,48000.0,0.15149511,1.2164497,0.1245387345552444,27.513195,0.0405498257643884,3.0,0.08095185894138579,36.0
u2zL3IgeG_4,31.764916666666668,48000.0,0.06054004,0.83844835,0.0722048506140708,37.642914,0.0256696897036601,0.0,0.0,48.0
hKJBRWYm_Ec,12.501333333333331,48000.0,0.2062095,1.185671,0.1739179790019989,36.84942,0.023515758205456,0.0,0.0,4.0
fLVmjs426fM,31.196020833333332,48000.0,0.18507543,1.1087977,0.1669154167175293,36.643513,0.0446778178418803,0.0,0.0,4.0
WcV7Tgb_hms,22.848,48000.0,0.039234392,0.7778934,0.050436720252037,55.69542,0.0467510499300046,0.0,0.0,78.0
l0k_6E4cegw,15.069770833333331,48000.0,0.1757424,1.1042546,0.1591502577066421,45.85965,0.0657831989782378,0.0,0.0,58.0
0kIZl2OfDkQ,15.267125,48000.0,0.13069753,1.0120653,0.1291394233703613,44.875626,0.0412294185361382,0.0,0.0,61.0
jPd6nozbczU,24.079104166666667,48000.0,0.29134777,1.9773563,0.1473420709371566,190.93764,0.0618125570886846,0.0,0.0,3.0
mDu7IGbtZAY,78.5415,48000.0,0.021982962,0.5794436,0.0379380546510219,23.586922,0.038070885918828,19.0,0.24191032766117276,19.0
dEnGq2aGURM,58.491083333333336,48000.0,0.3002072,1.3895847,0.2160409539937973,33.53079,0.0682963365016411,0.0,0.0,15.0
LJ8xrO3dKoM,88.00364583333334,48000.0,0.011757177,0.20006424,0.0587670095264911,29.950024,0.0308320819067385,0.0,0.0,70.0
YOI_IfJ-164,13.978416666666666,48000.0,0.11077291,1.0094689,0.1097338497638702,90.18097,0.030563948083524,0.0,0.0,31.0
C77rYdMP2SI,22.941333333333333,48000.0,0.0325043,0.31145614,0.1043623685836792,26.678236,0.0323480085570664,0.0,0.0,9.0
l5UMchhjvRg,56.64508333333333,48000.0,0.25226447,1.3481232,0.1871227174997329,28.36905,0.0445675470132743,0.0,0.0,41.0
eOkw3zsx2n0,17.043458333333334,48000.0,0.12654392,1.0339992,0.1223829984664917,30.09097,0.0480055635951189,0.0,0.0,36.0
9j7-V4zmZv4,31.126354166666665,48000.0,0.17434305,0.9752742,0.1787631064653396,33.085846,0.0534983285692874,0.0,0.0,41.0
gsH03k_6S5E,11.958291666666666,48000.0,0.16158155,1.0007385,0.1614623069763183,185.95676,0.0253040225323083,0.0,0.0,3.0
JBIYMWmbsfc,29.338416666666667,48000.0,0.18167262,1.0204551,0.1780309677124023,186.65617,0.0586347507156488,0.0,0.0,3.0
x0ZiJl3F3Nc,28.827583333333333,48000.0,0.22153518,1.1136342,0.1989299207925796,48.726295,0.0391797380803736,0.0,0.0,57.0
aKJjf00qfH8,16.021770833333335,48000.0,0.115734264,0.8484673,0.1364039182662964,99.61948,0.0404561969810379,0.0,0.0,31.0
38TUSjhwNvs,21.034666666666663,48000.0,0.20899849,1.2094159,0.172809436917305,35.48218,0.0421676519735174,0.0,0.0,41.0
N1dDwPSEIVM,18.343770833333338,48000.0,0.32151577,1.1352277,0.2832169830799103,58.99177,0.0430771938590116,0.0,0.0,15.0
Mry8Xd0-PXs,10.472208333333333,48000.0,0.08159421,0.9255172,0.0881606563925743,29.725975,0.0363287216776985,0.0,0.0,53.0
VDJ25OcZ0Wg,96.10739583333331,48000.0,0.035536923,0.6327918,0.0561589486896991,38.50704,0.0383192135827044,0.0,0.0,25.0
iw-8aqUQMgM,14.675020833333331,48000.0,0.22999954,1.1779552,0.1952532231807708,36.06305,0.0330785706985828,0.0,0.0,4.0
n3kNh-pMRj0,20.271020833333335,48000.0,0.12583674,1.1920929,0.1055595129728317,41.8083,0.0143969765090741,0.0,0.0,20.0
fa9lXPZw2J4,22.012520833333333,48000.0,0.12198352,0.64864737,0.1880583018064499,32.43294,0.0513080922208091,0.0,0.0,55.0
Rjchj2O5drU,12.6665,48000.0,0.14818929,1.1382923,0.1301856189966201,44.52097,0.0665069477325336,0.0,0.0,58.0
-51adwKMOrU,13.653333333333334,48000.0,0.17626497,1.0679045,0.1650568693876266,46.380764,0.0465132678327478,0.0,0.0,4.0
RAH8V7eH9ME,29.768,48000.0,0.13461824,1.0462856,0.1286629885435104,90.75397,0.0387535409575421,0.0,0.0,31.0
Ex_ZMIRGs9c,4.7949375,48000.0,0.09029453,0.49606794,0.1820205003023147,74.56203,0.0198546006944444,0.0,0.0,26.0
0NxywK1ms6s,32.1706875,48000.0,0.04568694,0.73237395,0.062381986528635,31.949688,0.0311307214845044,0.0,0.0,48.0
bousdUlyYlM,59.8610625,48000.0,0.104953386,1.011062,0.1038050949573516,34.853622,0.0409293144155381,16.0,0.26728559988389783,35.0
Oc-Lxz91504,23.695979166666667,48000.0,0.09154274,0.57766116,0.1584713459014892,32.136143,0.0614748730732448,0.0,0.0,18.0
HuZr1Tni-M4,13.723,48000.0,0.113681085,0.8961899,0.1268493235111236,28.694698,0.0574540476884226,0.0,0.0,18.0
TEKnyOt5W3w,31.3005,48000.0,0.16907595,1.0514218,0.1608069688081741,36.41257,0.0341766929301533,0.0,0.0,4.0
1zp8IeHzVkg,10.553479166666667,48000.0,0.4009773,1.2794944,0.3133873045444488,37.252136,0.0241077769886363,0.0,0.0,10.0
J_XkgfX1oR8,19.221333333333337,48000.0,0.15858583,1.099791,0.144196331501007,43.121033,0.0546742300159456,0.0,0.0,36.0
oDDk-8FHwnk,90.1863125,48000.0,0.040803567,0.4892211,0.0834051668643951,26.942657,0.050302439846984,0.0,0.0,42.0
hmWxFMN0TV0,22.546583333333334,48000.0,0.27780947,1.234221,0.2250889241695404,190.54541,0.0418348934927861,0.0,0.0,3.0
m5_oqEPdklY,15.530666666666669,48000.0,0.27285373,1.1136839,0.2450010478496551,46.08828,0.0427448846087851,0.0,0.0,57.0
xVQXumGW5hE,35.08535416666667,48000.0,0.23387012,1.1970992,0.1953640282154083,30.990635,0.0668201759593465,0.0,0.0,41.0
Pqyh-3PvPhU,12.968354166666666,48000.0,0.12872134,0.90752566,0.1418376863002777,91.283676,0.0528439973530016,0.0,0.0,31.0
bQ5YiUToFU8,50.1435,48000.0,0.25932455,1.4290488,0.1814665496349334,41.960747,0.065863126695118,0.0,0.0,32.0
JCwQHl3qLOA,59.9075,48000.0,0.016036253,0.21877977,0.0732986107468605,30.168295,0.0356821715884813,0.0,0.0,70.0
kIanEgiRRFs,19.136,48000.0,0.020284325,0.26221457,0.0773577317595481,34.440224,0.0240922593140668,0.0,0.0,70.0
98ODbNVsM7c,19.911125,48000.0,0.287203,1.0902951,0.2634176909923553,48.767105,0.0149457999966523,0.0,0.0,57.0
8OMjn3VvMQc,3147.776,48000.0,0.0024578227,0.7937288,0.0030965521000325,14.365528,0.0515023270980879,1649.0,0.5238619266428107,39.0
yFPcYdItNp0,11.1688125,48000.0,0.12938221,0.60936314,0.2123236507177353,45.43418,0.043468679180582,0.0,0.0,55.0
wJVt0Fnz2dU,10.309666666666669,48000.0,0.08307358,0.92628163,0.0896850079298019,29.175442,0.0376834968006721,0.0,0.0,53.0
VIXMH5t-0vI,21.269479166666667,48000.0,0.30307937,1.108264,0.2734721899032593,30.866432,0.019672227443609,0.0,0.0,57.0
FWZ1hDK8vpQ,25.913479166666665,48000.0,0.07925734,0.7847159,0.1010013148188591,63.92067,0.0362483523019547,0.0,0.0,61.0
m_nT6vswaDE,15.637333333333334,48000.0,0.016237443,0.15541384,0.1044787466526031,35.174675,0.0188163024028629,0.0,0.0,70.0
NcEn1B2WJXA,49.412083333333335,48000.0,0.084115915,0.92089534,0.0913414508104324,62.21641,0.0320356975434383,1.0,0.020237964735346448,61.0
w7-ylWOsPzU,20.928,48000.0,0.062397525,0.702434,0.0888304412364959,33.522285,0.0244911726311767,1.0,0.047782874617737,9.0
ygw47GphPnI,10.042645833333331,48000.0,0.03559855,0.69357586,0.0513261072337627,62.042812,0.0208473286557855,1.0,0.09957535261084502,73.0
CP7csGr7JzE,93.55320833333332,48000.0,0.022250116,0.4093719,0.0543518364429473,25.702663,0.048383099311652,1.0,0.010689104284237538,42.0
zv2HwrvKhaU,27.225416666666668,48000.0,0.15064575,1.0438423,0.1443184912204742,39.05021,0.0387079079759106,0.0,0.0,4.0
D8BeGV_pmdE,22.360833333333332,48000.0,0.0934492,0.89763016,0.104106567800045,43.446598,0.0363596059847401,0.0,0.0,61.0
-aRa1Rl0VpU,11.904,48000.0,0.12653305,0.760232,0.1664400547742843,44.99965,0.0526941584601611,0.0,0.0,18.0
SdpXZnBD5Xk,25.429333333333332,48000.0,0.11921503,0.98707694,0.120775818824768,45.249924,0.0430852414177148,0.0,0.0,61.0
bKIxXP_9Eak,63.872,48000.0,0.1715601,1.2873099,0.1332702338695526,28.912218,0.0523446631324094,0.0,0.0,36.0
SWUYFOZ8TLM,33.274208333333334,48000.0,0.15718558,1.3138721,0.1196353808045387,39.034756,0.051647479717548,0.0,0.0,36.0
67saea7hWZQ,4.608,48000.0,0.04209252,0.3166194,0.1329436004161834,44.91917,0.0225804705542725,0.0,0.0,50.0
PXLNZSG87Hk,12.411083333333334,48000.0,0.17060752,1.0244906,0.16652911901474,42.159508,0.0255634530713058,0.0,0.0,4.0
RjgS_tigFq0,32.240916666666664,48000.0,0.24483435,1.083051,0.2260598540306091,45.919987,0.0284595445335759,0.0,0.0,57.0
Kkrgn6tJuL0,14.11775,48000.0,0.17906782,1.1707432,0.1529522538185119,57.09877,0.0582633119335347,0.0,0.0,41.0
8NReyGEfRC8,8.870041666666667,48000.0,0.11674017,0.8446728,0.1382075548171997,103.00816,0.0376851008488581,0.0,0.0,31.0
yeqfHo04Gh4,25.62322916666667,48000.0,0.15793353,1.0527548,0.1500193029642105,41.1265,0.060986998673533,0.0,0.0,36.0
q2xtGug02rw,16.776979166666667,48000.0,0.13795422,0.7765132,0.1776585578918457,33.187874,0.0308607408216783,0.0,0.0,55.0
W938BP88cQ0,4.074666666666666,48000.0,0.06721962,0.41817933,0.1607435345649719,54.564114,0.0243758159268929,0.0,0.0,26.0
-GqvQrLeKBg,3.3436875,48000.0,0.11449157,0.55948627,0.2046369612216949,40.26661,0.0503194043590764,0.0,0.0,55.0
jH4wh7IJFFQ,26.552020833333337,48000.0,0.102853164,0.5759492,0.1785802692174911,46.26758,0.0579409434613453,0.0,0.0,18.0
B4CXzSQz3as,5.015520833333333,48000.0,0.036803976,0.16777703,0.2193624228239059,47.267067,0.0195053327361995,0.0,0.0,26.0
e6Xn1kze2Bc,15.116208333333333,48000.0,0.09802818,0.90017223,0.1088993623852729,45.869785,0.0315151456717207,0.0,0.0,61.0
W6fF3ebBlmY,77.485,48000.0,0.15326881,1.5847862,0.0967126116156578,28.205889,0.0396315677692704,1.0,0.01290572368845583,43.0
6G2CTP_ggLk,15.975333333333332,48000.0,0.23838824,1.2320414,0.193490445613861,86.54787,0.0310355213200934,0.0,0.0,27.0
nNQkCUq0V34,17.368541666666665,48000.0,0.22890161,1.518691,0.1507229655981063,35.77028,0.0330067933740024,1.0,0.05757535774688434,4.0
3y09NySu2sQ,102.91085416666668,48000.0,0.30171123,1.4594567,0.206728458404541,38.89505,0.0581564325993729,1.0,0.00971714799277125,15.0
yOVkX7EH1aM,19.934333333333335,48000.0,0.087809235,1.0101438,0.0869274660944938,30.002445,0.0243142639780631,0.0,0.0,48.0
PHVuTWKAMMc,14.976979166666666,48000.0,0.14365123,1.0585554,0.1357049793004989,29.12177,0.0301396380115658,0.0,0.0,20.0
yF82DbRQtw8,19.1796875,48000.0,0.1768091,1.0998137,0.1607627719640731,29.775064,0.0550821419886047,0.0,0.0,36.0
9UrWmiyRScY,12.6084375,48000.0,0.22464116,0.9485029,0.2368376106023788,38.46109,0.0286273972421808,0.0,0.0,57.0
gtjn3QC7Rok,16.64870833333333,48000.0,0.120283544,1.0039073,0.1198153868317604,72.8297,0.0377381035794362,0.0,0.0,31.0
x-NYM45LBnc,14.140958333333334,48000.0,0.064263366,0.44859058,0.1432561725378036,55.52809,0.0464787778092006,0.0,0.0,50.0
UlhVg2avOXM,7.6858125,48000.0,0.037625067,0.25206617,0.149266630411148,54.874863,0.048336457610957,0.0,0.0,50.0
ndv7SDaMBQg,111.386125,48000.0,0.24194777,1.4501979,0.1668377518653869,31.702602,0.0467159801272383,0.0,0.0,41.0
tQcxySECRXY,18.761729166666665,48000.0,0.2553687,1.2658892,0.2017306983470916,30.279793,0.0732049904064809,0.0,0.0,32.0
rlKN6OvT6mw,21.408979166666665,48000.0,0.12707925,1.1360904,0.1118566319346427,30.219795,0.036036761158491,3.0,0.14012811991853108,35.0
4FhSHoe_Tpc,5.013333333333334,48000.0,0.08942105,0.7929687,0.1127674430608749,31.92815,0.0476670315817409,0.0,0.0,22.0
6ue_1n9JWl0,15.673479166666668,48000.0,0.063412555,0.28775692,0.2203684747219085,39.2809,0.0327128507653061,2.0,0.12760408705257154,26.0
bXJCJneckUE,15.777979166666666,48000.0,0.20847914,1.0564508,0.1973391771316528,44.004017,0.0357887061866554,0.0,0.0,4.0
5_ZMBjlQWmk,6.16,48000.0,0.01211097,0.073987916,0.1636884808540344,77.77358,0.0168997688689446,0.0,0.0,73.0
ehGh7O-nhRw,26.493979166666666,48000.0,0.19034185,1.051311,0.1810518950223922,35.241627,0.0413651274406199,0.0,0.0,4.0
CfEMzsFzyj4,33.73860416666667,48000.0,0.20660394,1.0481443,0.1971140205860138,60.910015,0.0499731082536357,0.0,0.0,27.0
uB5VINOvdLQ,13.839104166666669,48000.0,0.42553172,1.4573843,0.2919831871986389,47.229618,0.068115234375,0.0,0.0,10.0
f4Z9UwgLPfo,12.434291666666669,48000.0,0.12764254,0.80161095,0.1592325270175933,58.329502,0.0472221570808319,0.0,0.0,55.0
Rn1XvHR8ukI,18.133333333333333,48000.0,0.063763574,0.7469072,0.0853701457381248,55.93197,0.0450852095274838,0.0,0.0,61.0
08OSHTGTJoc,16.439729166666666,48000.0,0.15980585,1.1663982,0.1370079666376114,61.857563,0.0840850711332684,0.0,0.0,58.0
t7vpz_J2t0g,37.6395625,48000.0,0.18962811,1.0732809,0.1766807734966278,36.73837,0.0363651231315528,0.0,0.0,4.0
d1dxvXd66Xc,5.015520833333333,48000.0,0.13151126,0.7218163,0.1821949034929275,47.538033,0.0599652916003184,0.0,0.0,18.0
7Iq0wY_BCK8,133.30577083333333,48000.0,0.023285946,0.44381678,0.0524674765765666,18.730585,0.0589032135766722,0.0,0.0,42.0
elVlYLiyG3Y,74.32708333333333,48000.0,0.012332985,0.37860715,0.0325746238231658,16.361847,0.0453760347162433,1.0,0.013454046024049107,70.0
Ec2WbbsKjO8,13.7694375,48000.0,0.025305284,0.432055,0.0585695914924144,33.302254,0.0405742429560418,0.0,0.0,70.0
yxwvHFwRrFE,11.726083333333332,48000.0,0.064719014,1.0006378,0.0646777674555778,37.417747,0.0438494318181818,0.0,0.0,53.0
E_ZHAXng7dc,53.2898125,48000.0,0.03815063,0.5399886,0.0706508085131645,43.848938,0.0624827010045536,16.0,0.3002450046150941,67.0
ge9QUkygkeg,11.528708333333332,48000.0,0.13705422,0.9335549,0.1468089520931244,54.513092,0.0217102220166512,0.0,0.0,61.0
nuFlteMWaAw,12.991583333333333,48000.0,0.065283746,0.63232005,0.1032447814941406,35.71402,0.033481741969417,0.0,0.0,9.0
-9XrNHBkbnE,20.70060416666667,48000.0,0.18498978,1.1057603,0.1672964543104171,39.465473,0.0383339773312725,0.0,0.0,4.0
TVtDd48yrDg,6.848,48000.0,0.051091097,0.43688628,0.1169436946511268,40.78058,0.0349694425544323,0.0,0.0,9.0
tNO_QVyRDWA,10.0078125,48000.0,0.22932282,1.2583236,0.1822447180747985,40.76345,0.0841185353434504,0.0,0.0,32.0
6SYCX0lUhhg,26.8190625,48000.0,0.40237466,1.503174,0.2676833570003509,44.117184,0.0467447269507952,0.0,0.0,10.0
n7ct0UdtTlM,15.000979166666667,48000.0,0.15360859,1.0104749,0.1520162373781204,33.689407,0.0171460637659914,1.0,0.06666231509887549,4.0
667SBj9PoXs,5.003916666666667,48000.0,0.056338307,0.30530804,0.1845293939113617,38.5246,0.042182305518617,0.0,0.0,50.0
z9Dg2vjSJvo,22.453708333333335,48000.0,0.12262313,0.9737219,0.1259323954582214,35.613407,0.0278382912660256,0.0,0.0,20.0
ggxPfSRx3V8,17.450666666666667,48000.0,0.11577074,0.9607333,0.1205024793744087,43.266373,0.0408494840981979,0.0,0.0,61.0
ZI5oNApyXNs,28.374791666666667,48000.0,0.14548774,0.963341,0.1510241329669952,33.983414,0.0376985787180571,0.0,0.0,4.0
X4zf_OzxRcQ,35.7935625,48000.0,0.24474278,1.2303171,0.1989265829324722,39.00068,0.0572304617662395,0.0,0.0,41.0
4pS7_80eaXI,36.4785625,48000.0,0.16774127,1.12121,0.1496073603630066,186.25934,0.0402243809393274,0.0,0.0,3.0
SIGP5jbT76I,39.84545833333333,48000.0,0.09342849,0.6653514,0.1404197812080383,81.788414,0.0159770957407655,1.0,0.02509696316288661,73.0
hkn5bozQNQ8,27.933625,48000.0,0.20040366,1.1497486,0.1743021607398986,26.384535,0.0276953721601756,0.0,0.0,4.0
OTqe4C7xD2c,82.4540625,48000.0,0.052337263,0.61243165,0.0854581296443939,45.527843,0.0631360098548053,30.0,0.3638389557821969,67.0
A5cuMaqgGIw,31.997104166666663,48000.0,0.24484447,1.1251888,0.2176029980182647,43.78544,0.0345787760416666,0.0,0.0,57.0
L-pW1qqmsiE,22.2795625,48000.0,0.1565404,1.0335691,0.1514561474323272,84.93994,0.0314210971158449,0.0,0.0,31.0
nYw8rWJwIsQ,8.9396875,48000.0,0.11929266,0.886812,0.1345185488462448,76.0414,0.0413269843191299,0.0,0.0,31.0
ZBzZWZ3FS7g,120.74377083333331,48000.0,0.040567398,0.74235916,0.0546465925872325,23.696583,0.0481284421240061,1.0,0.008282000745034985,25.0
hV11G2CkT2s,59.43333333333333,48000.0,0.006478776,0.981823,0.0065987207926809,132.4277,0.0012785397411162,1.0,0.01682557487380819,37.0
8IUBdSyR7_A,9.6,48000.0,0.115519986,0.82951784,0.1392616033554077,56.237152,0.0395009234531076,0.0,0.0,61.0
t-zvbcT57y4,18.007083333333334,48000.0,0.116622545,0.90873945,0.1283344179391861,62.723125,0.0573546893502072,0.0,0.0,28.0
HpYRSL662qM,41.19220833333333,48000.0,0.05039428,0.90777403,0.0555141270160675,28.009663,0.0349609122135551,15.0,0.3641465366124055,52.0
sP6YqcQO8UM,22.209895833333334,48000.0,0.046005193,0.36968848,0.1244431361556053,44.04737,0.0262612330472875,0.0,0.0,9.0
pwgPvk9IEAs,20.665770833333333,48000.0,0.12689884,0.61955273,0.2048233151435852,52.7349,0.039259021865325,0.0,0.0,26.0
VDae0PrCoXk,18.378604166666666,48000.0,0.1405564,0.9327394,0.1506920307874679,46.955204,0.0481530896329077,0.0,0.0,36.0
ldI8tZSBE-U,6.466770833333333,48000.0,0.121657506,0.6849538,0.1776141822338104,102.72736,0.0563582745572487,0.0,0.0,31.0
3Q-2XD6_SsA,30.464583333333337,48000.0,0.104407504,0.6189267,0.1686912328004837,36.195206,0.0735940849776863,0.0,0.0,18.0
P10BOgq1vYY,61.370354166666665,48000.0,0.12128993,0.97324765,0.124623917043209,183.44695,0.0484624656488964,0.0,0.0,33.0
WJSKZQDnVKc,50.44535416666667,48000.0,0.02428896,0.52185726,0.0465433001518249,27.559586,0.0315868418010042,2.0,0.039646862095411,70.0
KU7QVFBjkk8,49.09860416666667,48000.0,0.19237237,1.1149786,0.1725345849990844,30.906044,0.0394437476238322,0.0,0.0,4.0
3Llfu0gsBiM,10.7740625,48000.0,0.24186109,0.91064453,0.2655932903289795,36.51799,0.0536877550074183,0.0,0.0,57.0
67p6MdLcJHA,8.243104166666667,48000.0,0.28948662,1.1306996,0.2560243308544159,47.900547,0.0628366803444372,0.0,0.0,15.0
xLtcSYRRvz4,13.548854166666668,48000.0,0.20771335,1.1923163,0.1742099374532699,29.29184,0.0585123057631786,0.0,0.0,41.0
CNOnnPUDOOg,11.029333333333334,48000.0,0.070820145,0.9284297,0.0762794911861419,31.552994,0.0435627075785024,1.0,0.09066731141199226,17.0
Utm3gfppK64,6.060416666666667,48000.0,0.14893259,0.91481197,0.1628013104200363,30.444792,0.0627994906085237,0.0,0.0,18.0
uOzdOtrUnUY,59.51275,48000.0,0.041246396,0.5214467,0.0790999233722686,42.231323,0.0227940713205645,1.0,0.01680312202007133,9.0
cw1Bs1ed2K4,5.108395833333334,48000.0,0.11135673,0.55434227,0.2008808106184005,97.33035,0.0087707137265135,0.0,0.0,31.0
cpX-bggZvAA,18.819791666666667,48000.0,0.07552866,0.5246678,0.1439552009105682,33.059772,0.0316785255842776,0.0,0.0,9.0
RtrO2BySMpA,7.0008333333333335,48000.0,0.059684686,0.5739782,0.1039842441678047,90.65225,0.0355873049847793,0.0,0.0,73.0
Tj0cCEInpgA,11.760979166666669,48000.0,0.039841678,0.9373897,0.0425027906894683,31.907265,0.0256009002436536,1.0,0.08502693405275566,48.0
F5Kx9Sw5f-s,46.99720833333333,48000.0,0.07344915,1.009056,0.0727899670600891,179.04706,0.0674611635766568,0.0,0.0,33.0
F0AC2m7s5dc,15.058145833333333,48000.0,0.2333976,1.0710424,0.2179162949323654,102.23766,0.034032718993449,0.0,0.0,27.0
W_bFD8ywTdM,21.281104166666665,48000.0,0.08590222,0.7409626,0.1159332692623138,37.881763,0.035517079080035,0.0,0.0,22.0
LVwwB3YNneo,15.168,48000.0,0.2678961,1.1175579,0.2397156208753585,48.26867,0.0576755204673225,0.0,0.0,15.0
B7G5IPOP-RY,17.408,48000.0,0.03320709,0.4015515,0.0826969593763351,37.783028,0.0369123282493876,0.0,0.0,9.0
GKKXLFSh_D0,4.806541666666667,48000.0,0.086509585,0.68749726,0.1258326321840286,49.661922,0.0313604316796008,0.0,0.0,61.0
xN10046hBLc,75.13979166666667,48000.0,0.020764029,0.42059863,0.0493678003549575,38.333706,0.0782621623270049,28.0,0.3726387760590677,34.0
MgdNw9Xfw5s,10.286458333333334,48000.0,0.022471685,0.12485048,0.1799887716770172,55.691284,0.050179626781088,0.0,0.0,50.0
6yyg74Q8Eeg,20.5380625,48000.0,0.19636554,1.1068716,0.1774058789014816,30.907724,0.0575494974201713,0.0,0.0,41.0
uLqz73zJzA0,60.906666666666666,48000.0,0.20481308,1.242189,0.1648807674646377,32.692413,0.059679237436526,0.0,0.0,41.0
9hFAy9SjRS0,14.890666666666666,48000.0,0.18247704,1.1141872,0.1637759208679199,45.4953,0.0599456983715103,0.0,0.0,41.0
6nZBUzL3OFo,18.090666666666667,48000.0,0.18080625,1.045209,0.1729857325553894,30.54832,0.0401688296442251,0.0,0.0,4.0
qrL_ZwQuhIc,10.922666666666666,48000.0,0.13301104,0.3089243,0.4305619597434997,52.99541,0.0527034108231707,0.0,0.0,62.0
AIJ3q4Kz61g,71.80772916666666,48000.0,0.05686498,0.74574375,0.076252706348896,27.895994,0.0421614032094845,2.0,0.027852154958945635,25.0
TwbNjNuLtpU,15.975333333333332,48000.0,0.11937318,0.5765387,0.20705147087574,85.529396,0.0309038353220961,0.0,0.0,31.0
BcUqALMQBl0,51.501875,48000.0,0.14013745,1.0787967,0.1299016177654266,50.82157,0.0355398778862083,0.0,0.0,61.0
-9cbCjzOXxM,24.6015625,48000.0,0.2889434,1.2050287,0.2397813647985458,55.487602,0.0510020030748808,0.0,0.0,15.0
8yLDHVAel3w,21.8964375,48000.0,0.062695816,0.9122051,0.0687299594283104,30.917585,0.0301597509741841,0.0,0.0,48.0
_ZsSKMpDlPA,44.28097916666667,48000.0,0.21319403,1.0996234,0.1938791275024414,97.26719,0.0262180688523603,0.0,0.0,27.0
wdL_3v2GWns,13.6765625,48000.0,0.16670154,1.1711484,0.1423402279615402,34.82772,0.0450223475253312,0.0,0.0,36.0
GnWOJ6T3jP4,19.202916666666667,48000.0,0.10127521,0.64734447,0.156447172164917,51.53261,0.0371771541851749,0.0,0.0,55.0
ECaXXAGUQiU,8.512,48000.0,0.11350932,0.849847,0.1335644125938415,45.208508,0.042371079083229,0.0,0.0,61.0
q7tY_J0Miiw,60.19775,48000.0,0.00023633725,0.0051300265,0.0460694022476673,38.041935,0.0171488458429305,0.0,0.0,70.0
yAYN7uLmNms,24.926625,48000.0,0.030303936,0.83043647,0.0364915765821933,28.150215,0.0244928310200042,7.0,0.28082421908300864,2.0
j82LGOhOjwc,6.060416666666667,48000.0,0.06342667,0.9981618,0.0635434761643409,38.79918,0.0954182227592267,2.0,0.33001031282227566,40.0
AqFRTTF7224,12.757333333333332,48000.0,0.27879032,1.0592144,0.26320481300354,40.983505,0.0348197153038847,0.0,0.0,57.0
rckgaTnZ_uI,20.747041666666668,48000.0,0.30660152,1.2077146,0.2538692057132721,48.205605,0.0197314804406474,0.0,0.0,57.0
7pea_sK3ffs,41.51466666666666,48000.0,0.2756792,1.203568,0.2290516197681427,43.94738,0.0504489980012201,0.0,0.0,15.0
KADCk3LesBg,62.47329166666667,48000.0,0.2171812,1.406927,0.1543656587600708,30.27674,0.0544850012538415,0.0,0.0,41.0
G-L9YcBzSmg,22.506666666666668,48000.0,0.462528,1.4960756,0.309160828590393,43.40744,0.0577370026054002,0.0,0.0,10.0
mZjqsSM-SEo,31.602375,48000.0,0.16989821,1.1008383,0.1543353050947189,186.63084,0.0583661710576274,0.0,0.0,3.0
