arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,duracao_categoria
16fyo62PASo.mp3,308.361,48000,0.14940257,1.2260877,0.1218530908226966,32.245373,0.040260511027059,1,0.0032429522540139643,>60s
tU3_0gCnrrs.mp3,69.09097916666667,48000,0.10655236,0.9870819,0.1079468354582786,27.566156,0.0391570206371565,1,0.014473669530543513,>60s
Nr2KgW2-ywk.mp3,175.25333333333333,48000,0.1327281,1.0897276,0.1217993348836898,24.231665,0.0576762353268973,2,0.011412051125989045,>60s
QpUhTUkdFkY.mp3,225.64266666666663,48000,0.09431389,0.9669136,0.0975411757826805,28.360474,0.0611238570225715,0,0.0,>60s
p0R6PZq3VFU.mp3,75.38358333333333,48000,0.023314705,0.410778,0.0567574352025985,26.313602,0.0309195051641199,4,0.053061950933171786,>60s
vrcPk9mfAV8.mp3,109.08735416666669,48000,0.102181,1.0305843,0.0991486087441444,28.280434,0.0591050440164515,3,0.02750089616635597,>60s
ZRYEKTm3i6o.mp3,32.17125,48000,0.10788132,0.996803,0.108227327466011,32.049606,0.0476149475886642,0,0.0,25-35s
VsAvkG0lp60.mp3,58.21866666666666,48000,0.045973144,0.46218628,0.0994688645005226,37.529198,0.0336473992203242,0,0.0,45-60s
ABEp_NzisxE.mp3,23.75402083333333,48000,0.056067865,0.9926621,0.0564823299646377,27.950245,0.04931640625,1,0.042098136017323394,10-25s
uxLsLWvT_Ec.mp3,88.4448125,48000,0.022634866,0.38426727,0.0589039660990238,25.394241,0.067876334588308,0,0.0,>60s
3PTxBY-qcgM.mp3,42.144979166666666,48000,0.060601737,1.0043781,0.0603375732898712,21.385534,0.0334420764011892,0,0.0,35-45s
Wrl7xs-hSqA.mp3,56.7611875,48000,0.22885053,1.3002403,0.176006332039833,36.79125,0.0528587848788049,0,0.0,45-60s
AXY329DrfeU.mp3,21.01333333333333,48000,0.100617275,0.5621254,0.1789943575859069,54.31627,0.0487087178145611,0,0.0,10-25s
vi3giqGFOd8.mp3,643.7546666666667,48000,0.040468533,0.87482864,0.0462588109076023,20.438255,0.0437328418326346,19,0.02951434915164369,>60s
R39qiqP8Scw.mp3,38.784,48000,0.1124588,1.0963628,0.1025744378566742,28.936651,0.0834940799422601,0,0.0,35-45s
mGYspANmnCw.mp3,44.67520833333333,48000,0.11531762,1.0633738,0.1084450483322143,88.44123,0.0730032339162091,0,0.0,35-45s
Up4b63lFv4I.mp3,121.92,48000,0.107492544,1.1018014,0.0975607261061668,28.286583,0.0563611372720015,0,0.0,>60s
zLyQej907Fk.mp3,111.89697916666668,48000,0.047959376,0.86579335,0.055393561720848,23.452553,0.0431537113656944,4,0.03574716699047021,>60s
oa5VIGYx3jg.mp3,51.2580625,48000,0.1503715,1.0521044,0.1429245173931121,30.752666,0.0603368713912297,0,0.0,45-60s
fbLVXvMYo2E.mp3,21.53652083333333,48000,0.07201536,0.81244624,0.0886401534080505,43.261818,0.0386409344059405,0,0.0,10-25s
bU99w9MXfEQ.mp3,41.12254166666666,48000,0.08232027,1.0002962,0.0822958946228027,24.224909,0.0448082888274766,0,0.0,35-45s
fKiN0Kce-N0.mp3,72.15602083333333,48000,0.05783633,0.4721181,0.1225039437413215,30.495026,0.0475959095528455,2,0.02771771470906938,>60s
NjlR6s_fIcE.mp3,45.9306875,48000,0.061311346,0.8527163,0.071901224553585,26.098953,0.0358514300847457,0,0.0,45-60s
