n_neighbors,n_components,min_dist,min_cluster_size,min_samples,cluster_eps,embedding_model,coherence,diversity,silhouette
20,5,0.0,150,10,0.1,paraphrase-MiniLM-L6-v2,0.4463097761162005,0.85,0.7509785294532776
20,5,0.0,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.6046327476938484,0.71875,0.5568501949310303
20,5,0.0,150,100,0.1,all-MiniLM-L6-v2,0.4420973419896139,0.825,0.2047426551580429
20,5,0.0,150,100,0.1,all-distilroberta-v1,0.6004453199846858,0.85,0.6391977071762085
20,5,0.0,150,100,0.1,paraphrase-MiniLM-L6-v2,0.4463097761162006,0.85,0.7565691471099854
20,5,0.0,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.5676832529218065,0.95,0.4871399998664856
20,5,0.1,50,5,0.1,all-MiniLM-L6-v2,0.368980713135433,0.975,0.4975101053714752
20,5,0.1,50,5,0.1,all-distilroberta-v1,0.4227615744065976,0.8666666666666667,-0.07736029475927353
20,5,0.1,50,5,0.1,paraphrase-MiniLM-L6-v2,0.3689796862712823,0.8,0.6174333691596985
20,5,0.1,50,5,0.1,neuralmind/bert-base-portuguese-cased,0.5530854368896357,0.8,0.4571533501148224
20,5,0.1,50,10,0.1,all-MiniLM-L6-v2,0.368980713135433,0.975,0.5003925561904907
20,5,0.1,50,10,0.1,all-distilroberta-v1,0.41187179829790005,0.8833333333333333,-0.08154412358999252
20,5,0.1,50,10,0.1,paraphrase-MiniLM-L6-v2,0.3689796862712823,0.8,0.6174333691596985
20,5,0.1,50,10,0.1,neuralmind/bert-base-portuguese-cased,0.570659850399035,0.8035714285714286,0.4541587233543396
20,5,0.1,50,100,0.1,all-MiniLM-L6-v2,0.4623911650300848,0.825,0.03853108733892441
20,5,0.1,50,100,0.1,all-distilroberta-v1,0.5891672370027888,0.8785714285714286,0.5431026816368103
20,5,0.1,50,100,0.1,paraphrase-MiniLM-L6-v2,0.4305899450234791,0.75,0.11666542291641235
20,5,0.1,50,100,0.1,neuralmind/bert-base-portuguese-cased,0.6321436054637944,0.8583333333333333,0.11898747831583023
20,5,0.1,100,5,0.1,all-MiniLM-L6-v2,0.4435521814478863,0.7333333333333333,0.002265482908114791
20,5,0.1,100,5,0.1,all-distilroberta-v1,0.431344561988368,0.875,0.1682535856962204
20,5,0.1,100,5,0.1,paraphrase-MiniLM-L6-v2,0.41909570871511526,0.7055555555555556,0.4899080991744995
20,5,0.1,100,5,0.1,neuralmind/bert-base-portuguese-cased,0.5739993140091442,0.7772727272727272,0.5341178774833679
20,5,0.1,100,10,0.1,all-MiniLM-L6-v2,0.4919868742681708,0.85,0.019801801070570946
20,5,0.1,100,10,0.1,all-distilroberta-v1,0.4427151791984718,0.875,0.17153073847293854
20,5,0.1,100,10,0.1,paraphrase-MiniLM-L6-v2,0.4428896261208323,0.7125,0.03599810600280762
20,5,0.1,100,10,0.1,neuralmind/bert-base-portuguese-cased,0.5929709979956459,0.7818181818181819,0.49356013536453247
20,5,0.1,100,100,0.1,all-MiniLM-L6-v2,0.4623911650300848,0.825,0.03853108733892441
20,5,0.1,100,100,0.1,all-distilroberta-v1,0.6139717709798295,0.8666666666666667,0.5391225218772888
20,5,0.1,100,100,0.1,paraphrase-MiniLM-L6-v2,0.4305899450234791,0.75,0.11666542291641235
20,5,0.1,100,100,0.1,neuralmind/bert-base-portuguese-cased,0.6382470136904534,0.9375,0.38474857807159424
20,5,0.1,150,5,0.1,all-MiniLM-L6-v2,0.48052715501927945,0.825,0.01717352494597435
20,5,0.1,150,5,0.1,all-distilroberta-v1,0.431344561988368,0.875,0.1682535856962204
20,5,0.1,150,5,0.1,paraphrase-MiniLM-L6-v2,0.4511566338877585,0.72,0.33148351311683655
20,5,0.1,150,5,0.1,neuralmind/bert-base-portuguese-cased,0.6118025744203056,0.70625,0.6041543483734131
20,5,0.1,150,10,0.1,all-MiniLM-L6-v2,0.4919868742681708,0.85,0.019801801070570946
20,5,0.1,150,10,0.1,all-distilroberta-v1,0.4427151791984718,0.875,0.17153073847293854
20,5,0.1,150,10,0.1,paraphrase-MiniLM-L6-v2,0.4190801323894606,0.7666666666666667,0.08400247991085052
20,5,0.1,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.5964445495521147,0.92,0.4941743016242981
20,5,0.1,150,100,0.1,all-MiniLM-L6-v2,0.4623911650300848,0.825,0.03853108733892441
20,5,0.1,150,100,0.1,all-distilroberta-v1,0.592751255811999,0.82,0.5323411226272583
20,5,0.1,150,100,0.1,paraphrase-MiniLM-L6-v2,0.4443252536356998,0.85,0.6650848388671875
20,5,0.1,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.578043241669725,0.9333333333333333,0.5945211052894592
20,5,0.5,50,5,0.1,all-MiniLM-L6-v2,0.48345129288964234,0.7791666666666667,0.44444215297698975
20,5,0.5,50,5,0.1,all-distilroberta-v1,0.45404494758101066,0.875,0.19227950274944305
20,5,0.5,50,5,0.1,paraphrase-MiniLM-L6-v2,0.3879448525727722,0.8,0.342400461435318
20,5,0.5,50,5,0.1,neuralmind/bert-base-portuguese-cased,0.5959876910266563,0.8115384615384615,0.5043700337409973
20,5,0.5,50,10,0.1,all-MiniLM-L6-v2,0.4661831728682159,0.75625,0.48536965250968933
20,5,0.5,50,10,0.1,all-distilroberta-v1,0.43225664477363485,0.9,-0.02165674977004528
20,5,0.5,50,10,0.1,paraphrase-MiniLM-L6-v2,0.37687461179020654,0.825,0.3425886034965515
20,5,0.5,50,10,0.1,neuralmind/bert-base-portuguese-cased,0.46210647524017834,0.925,0.03489040210843086
20,5,0.5,50,100,0.1,all-MiniLM-L6-v2,0.5046216643123627,0.875,0.4165034294128418
20,5,0.5,50,100,0.1,all-distilroberta-v1,0.5485507477823226,0.83,0.5173100233078003
20,5,0.5,50,100,0.1,paraphrase-MiniLM-L6-v2,0.441661435466524,0.85,0.5281959772109985
20,5,0.5,50,100,0.1,neuralmind/bert-base-portuguese-cased,0.5127730407924244,0.95,-0.05619337782263756
20,5,0.5,100,5,0.1,all-MiniLM-L6-v2,0.5202087041511555,0.7142857142857143,0.44408556818962097
20,5,0.5,100,5,0.1,all-distilroberta-v1,0.45404494758101066,0.875,0.19227950274944305
20,5,0.5,100,5,0.1,paraphrase-MiniLM-L6-v2,0.4600899469897467,0.74,0.4930274784564972
20,5,0.5,100,5,0.1,neuralmind/bert-base-portuguese-cased,0.499596819728351,0.95,0.3105691969394684
20,5,0.5,100,10,0.1,all-MiniLM-L6-v2,0.4661831728682159,0.75625,0.48536965250968933
20,5,0.5,100,10,0.1,all-distilroberta-v1,0.4572032307850461,0.9,0.18326742947101593
20,5,0.5,100,10,0.1,paraphrase-MiniLM-L6-v2,0.4701027844836806,0.76,0.49549493193626404
20,5,0.5,100,10,0.1,neuralmind/bert-base-portuguese-cased,0.5397689738099053,0.8666666666666667,0.5879947543144226
20,5,0.5,100,100,0.1,all-MiniLM-L6-v2,0.5046216643123627,0.875,0.4165034294128418
20,5,0.5,100,100,0.1,all-distilroberta-v1,0.5108479213321951,0.8,0.44362255930900574
20,5,0.5,100,100,0.1,paraphrase-MiniLM-L6-v2,0.441661435466524,0.85,0.5281959772109985
20,5,0.5,100,100,0.1,neuralmind/bert-base-portuguese-cased,0.5664606344225911,0.9,0.6598285436630249
20,5,0.5,150,5,0.1,all-MiniLM-L6-v2,0.5212392691413161,0.725,0.4727669954299927
20,5,0.5,150,5,0.1,all-distilroberta-v1,0.45404494758101066,0.875,0.19227950274944305
20,5,0.5,150,5,0.1,paraphrase-MiniLM-L6-v2,0.4441835312918919,0.7875,0.5617879033088684
20,5,0.5,150,5,0.1,neuralmind/bert-base-portuguese-cased,0.44973848528090166,0.9,0.47197774052619934
20,5,0.5,150,10,0.1,all-MiniLM-L6-v2,0.5058688936977382,0.74,0.4910403788089752
20,5,0.5,150,10,0.1,all-distilroberta-v1,0.4572032307850461,0.9,0.18326742947101593
20,5,0.5,150,10,0.1,paraphrase-MiniLM-L6-v2,0.4492640400383289,0.8,0.5841631889343262
20,5,0.5,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.49501654918610516,0.95,0.6297253966331482
20,5,0.5,150,100,0.1,all-MiniLM-L6-v2,0.5046216643123627,0.875,0.4165034294128418
20,5,0.5,150,100,0.1,all-distilroberta-v1,0.4615265067292776,0.7666666666666667,0.4754479229450226
20,5,0.5,150,100,0.1,paraphrase-MiniLM-L6-v2,0.441661435466524,0.85,0.5281959772109985
20,5,0.5,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.5417229015002559,0.975,0.8252971172332764
20,10,0.0,50,5,0.1,all-MiniLM-L6-v2,0.4373176747385989,0.9,0.44586601853370667
20,10,0.0,50,5,0.1,all-distilroberta-v1,0.4741485639793255,0.8205882352941176,0.45570316910743713
20,10,0.0,50,5,0.1,paraphrase-MiniLM-L6-v2,0.44646874665592295,0.7545454545454545,0.5923869609832764
20,10,0.0,50,5,0.1,neuralmind/bert-base-portuguese-cased,0.5837195545129538,0.7633333333333333,0.5200987458229065
20,10,0.0,50,10,0.1,all-MiniLM-L6-v2,0.44887204006570336,0.7807692307692308,0.5994651317596436
20,10,0.0,50,10,0.1,all-distilroberta-v1,0.4826763852275712,0.7941176470588235,0.5566114783287048
20,10,0.0,50,10,0.1,paraphrase-MiniLM-L6-v2,0.4342427883006746,0.7675,0.762013852596283
20,10,0.0,50,10,0.1,neuralmind/bert-base-portuguese-cased,0.6176657912020316,0.8045454545454546,0.5662108063697815
20,10,0.0,50,100,0.1,all-MiniLM-L6-v2,0.4676481603804895,0.85,0.6589887142181396
20,10,0.0,50,100,0.1,all-distilroberta-v1,0.5857983393355518,0.8571428571428571,0.6121424436569214
20,10,0.0,50,100,0.1,paraphrase-MiniLM-L6-v2,0.45993711232125156,0.875,0.6657704710960388
20,10,0.0,50,100,0.1,neuralmind/bert-base-portuguese-cased,0.6159611268492073,0.8125,0.13901446759700775
20,10,0.0,100,5,0.1,all-MiniLM-L6-v2,0.46657663759470086,0.875,0.65695720911026
20,10,0.0,100,5,0.1,all-distilroberta-v1,0.5521749943820163,0.7666666666666667,0.6657244563102722
20,10,0.0,100,5,0.1,paraphrase-MiniLM-L6-v2,0.4023307247124573,0.9,0.6636738777160645
20,10,0.0,100,5,0.1,neuralmind/bert-base-portuguese-cased,0.5672584559849077,0.79,0.5875835418701172
20,10,0.0,100,10,0.1,all-MiniLM-L6-v2,0.4204382919723735,0.7333333333333333,0.22964781522750854
20,10,0.0,100,10,0.1,all-distilroberta-v1,0.5716046559013289,0.8571428571428571,0.5914052128791809
20,10,0.0,100,10,0.1,paraphrase-MiniLM-L6-v2,0.4023307247124573,0.9,0.6632660031318665
20,10,0.0,100,10,0.1,neuralmind/bert-base-portuguese-cased,0.6134662322521967,0.815,0.5790824294090271
20,10,0.0,100,100,0.1,all-MiniLM-L6-v2,0.4676481603804895,0.85,0.6589887142181396
20,10,0.0,100,100,0.1,all-distilroberta-v1,0.5857983393355518,0.8571428571428571,0.6121424436569214
20,10,0.0,100,100,0.1,paraphrase-MiniLM-L6-v2,0.4588784647060167,0.65,0.5977994799613953
20,10,0.0,100,100,0.1,neuralmind/bert-base-portuguese-cased,0.6206819134890379,0.9375,0.3608521819114685
20,10,0.0,150,5,0.1,all-MiniLM-L6-v2,0.46657663759470086,0.875,0.65695720911026
20,10,0.0,150,5,0.1,all-distilroberta-v1,0.5521749943820163,0.7666666666666667,0.6657244563102722
20,10,0.0,150,5,0.1,paraphrase-MiniLM-L6-v2,0.4023307247124573,0.9,0.6636738777160645
20,10,0.0,150,5,0.1,neuralmind/bert-base-portuguese-cased,0.5918047967529932,0.7777777777777778,0.5827683210372925
20,10,0.0,150,10,0.1,all-MiniLM-L6-v2,0.4665766375947009,0.875,0.6566797494888306
20,10,0.0,150,10,0.1,all-distilroberta-v1,0.5716046559013289,0.8571428571428571,0.5914052128791809
20,10,0.0,150,10,0.1,paraphrase-MiniLM-L6-v2,0.4023307247124573,0.9,0.6632660031318665
20,10,0.0,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.5948243847485102,0.8666666666666667,0.5976362228393555
20,10,0.0,150,100,0.1,all-MiniLM-L6-v2,0.4676481603804895,0.85,0.6589887142181396
20,10,0.0,150,100,0.1,all-distilroberta-v1,0.6028970462113096,0.8583333333333333,0.601986289024353
20,10,0.0,150,100,0.1,paraphrase-MiniLM-L6-v2,0.45993711232125156,0.875,0.6657704710960388
20,10,0.0,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.6206819134890379,0.9375,0.3608521819114685
20,10,0.1,50,5,0.1,all-MiniLM-L6-v2,0.49717807053775176,0.7875,0.5649828910827637
20,10,0.1,50,5,0.1,all-distilroberta-v1,0.48118298126328307,0.8,0.3305514454841614
20,10,0.1,50,5,0.1,paraphrase-MiniLM-L6-v2,0.3689796862712823,0.8,0.5953245162963867
20,10,0.1,50,5,0.1,neuralmind/bert-base-portuguese-cased,0.5909342368218994,0.7642857142857142,0.5732367038726807
20,10,0.1,50,10,0.1,all-MiniLM-L6-v2,0.4517782414972472,0.7607142857142857,0.5186775326728821
20,10,0.1,50,10,0.1,all-distilroberta-v1,0.5175431680969468,0.775,0.6324111223220825
20,10,0.1,50,10,0.1,paraphrase-MiniLM-L6-v2,0.3689796862712823,0.8,0.5953245162963867
20,10,0.1,50,10,0.1,neuralmind/bert-base-portuguese-cased,0.4357007909378434,1.0,-0.10253424197435379
20,10,0.1,50,100,0.1,all-MiniLM-L6-v2,0.47189758904707596,0.85,0.5896197557449341
20,10,0.1,50,100,0.1,all-distilroberta-v1,0.5892956003580576,0.8714285714285714,0.5719770789146423
20,10,0.1,50,100,0.1,paraphrase-MiniLM-L6-v2,0.4692036194077188,0.875,0.6254104375839233
20,10,0.1,50,100,0.1,neuralmind/bert-base-portuguese-cased,0.5753961237381006,0.9166666666666666,0.3913290500640869
20,10,0.1,100,5,0.1,all-MiniLM-L6-v2,0.4249854337255285,0.7166666666666667,0.13017502427101135
20,10,0.1,100,5,0.1,all-distilroberta-v1,0.4444255064842726,0.875,0.28949111700057983
20,10,0.1,100,5,0.1,paraphrase-MiniLM-L6-v2,0.4736255297933349,0.71,0.6994773149490356
20,10,0.1,100,5,0.1,neuralmind/bert-base-portuguese-cased,0.5730178944580163,0.83125,0.6126356720924377
20,10,0.1,100,10,0.1,all-MiniLM-L6-v2,0.4799221528986838,0.825,0.5649018287658691
20,10,0.1,100,10,0.1,all-distilroberta-v1,0.44383152174039475,0.875,0.2834923267364502
20,10,0.1,100,10,0.1,paraphrase-MiniLM-L6-v2,0.4463243326191023,0.71875,0.6062061786651611
20,10,0.1,100,10,0.1,neuralmind/bert-base-portuguese-cased,0.4357007909378434,1.0,-0.10253424197435379
20,10,0.1,100,100,0.1,all-MiniLM-L6-v2,0.47189758904707596,0.85,0.5896197557449341
20,10,0.1,100,100,0.1,all-distilroberta-v1,0.6086487664192729,0.875,0.5661592483520508
20,10,0.1,100,100,0.1,paraphrase-MiniLM-L6-v2,0.43085920953701645,0.7666666666666667,0.025681693106889725
20,10,0.1,100,100,0.1,neuralmind/bert-base-portuguese-cased,0.5753961237381006,0.9166666666666666,0.3913290500640869
20,10,0.1,150,5,0.1,all-MiniLM-L6-v2,0.4785488206541202,0.825,0.5628717541694641
20,10,0.1,150,5,0.1,all-distilroberta-v1,0.4444255064842726,0.875,0.28949111700057983
20,10,0.1,150,5,0.1,paraphrase-MiniLM-L6-v2,0.4648865564032939,0.7928571428571428,0.6392070651054382
20,10,0.1,150,5,0.1,neuralmind/bert-base-portuguese-cased,0.5518283402215169,0.8428571428571429,0.6135362982749939
20,10,0.1,150,10,0.1,all-MiniLM-L6-v2,0.4799221528986838,0.825,0.5649018287658691
20,10,0.1,150,10,0.1,all-distilroberta-v1,0.44383152174039475,0.875,0.2834923267364502
20,10,0.1,150,10,0.1,paraphrase-MiniLM-L6-v2,0.46215596189323904,0.69,0.6133647561073303
20,10,0.1,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.6001851531577972,0.93,0.5055111050605774
20,10,0.1,150,100,0.1,all-MiniLM-L6-v2,0.47189758904707596,0.85,0.5896197557449341
20,10,0.1,150,100,0.1,all-distilroberta-v1,0.6004548612602851,0.83,0.567343533039093
20,10,0.1,150,100,0.1,paraphrase-MiniLM-L6-v2,0.4692036194077188,0.875,0.6254104375839233
20,10,0.1,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.4999086570637191,0.95,0.636242151260376
20,10,0.5,50,5,0.1,all-MiniLM-L6-v2,0.48284586777646293,0.8076923076923077,0.5376718640327454
20,10,0.5,50,5,0.1,all-distilroberta-v1,0.5330407847548071,0.8590909090909091,0.5208519697189331
20,10,0.5,50,5,0.1,paraphrase-MiniLM-L6-v2,0.42939889069625214,0.8,0.29587599635124207
20,10,0.5,50,5,0.1,neuralmind/bert-base-portuguese-cased,0.4682348379997876,0.8428571428571429,0.2218574434518814
20,10,0.5,50,10,0.1,all-MiniLM-L6-v2,0.5379714023738029,0.8318181818181818,0.6003496050834656
20,10,0.5,50,10,0.1,all-distilroberta-v1,0.45465755844461797,0.9,0.1311449408531189
20,10,0.5,50,10,0.1,paraphrase-MiniLM-L6-v2,0.38436631756040884,0.8,0.29665783047676086
20,10,0.5,50,10,0.1,neuralmind/bert-base-portuguese-cased,0.4867951936177817,0.8666666666666667,0.32381296157836914
20,10,0.5,50,100,0.1,all-MiniLM-L6-v2,0.5314474584635576,0.86,0.7055774927139282
20,10,0.5,50,100,0.1,all-distilroberta-v1,0.5136122433730175,0.86,0.5714560747146606
20,10,0.5,50,100,0.1,paraphrase-MiniLM-L6-v2,0.46038917872543006,0.75,0.7212034463882446
20,10,0.5,50,100,0.1,neuralmind/bert-base-portuguese-cased,0.5184200084236017,0.925,-0.03821367770433426
20,10,0.5,100,5,0.1,all-MiniLM-L6-v2,0.5046587046854697,0.775,0.519986093044281
20,10,0.5,100,5,0.1,all-distilroberta-v1,0.5245593842049959,0.8125,0.1530202180147171
20,10,0.5,100,5,0.1,paraphrase-MiniLM-L6-v2,0.45050711229645013,0.8666666666666667,0.41715380549430847
20,10,0.5,100,5,0.1,neuralmind/bert-base-portuguese-cased,0.45813112944241235,0.82,0.2720165550708771
20,10,0.5,100,10,0.1,all-MiniLM-L6-v2,0.5175646466575706,0.7888888888888889,0.5992287993431091
20,10,0.5,100,10,0.1,all-distilroberta-v1,0.45465755844461797,0.9,0.1311449408531189
20,10,0.5,100,10,0.1,paraphrase-MiniLM-L6-v2,0.459219391073403,0.75,-0.09137758612632751
20,10,0.5,100,10,0.1,neuralmind/bert-base-portuguese-cased,0.5016208081319031,0.83,0.3019227981567383
20,10,0.5,100,100,0.1,all-MiniLM-L6-v2,0.4950726227697918,0.8875,0.7530953884124756
20,10,0.5,100,100,0.1,all-distilroberta-v1,0.5248103866518107,0.7875,0.6083271503448486
20,10,0.5,100,100,0.1,paraphrase-MiniLM-L6-v2,0.46038917872543006,0.75,0.7212034463882446
20,10,0.5,100,100,0.1,neuralmind/bert-base-portuguese-cased,0.6027604325277752,0.875,0.7019891738891602
20,10,0.5,150,5,0.1,all-MiniLM-L6-v2,0.49921855128923304,0.7916666666666666,0.4449787437915802
20,10,0.5,150,5,0.1,all-distilroberta-v1,0.5245593842049959,0.8125,0.1530202180147171
20,10,0.5,150,5,0.1,paraphrase-MiniLM-L6-v2,0.45050711229645013,0.8666666666666667,0.41715380549430847
20,10,0.5,150,5,0.1,neuralmind/bert-base-portuguese-cased,0.4847894683834109,0.85,0.3911224901676178
20,10,0.5,150,10,0.1,all-MiniLM-L6-v2,0.5078654946020243,0.7833333333333333,0.4728223383426666
20,10,0.5,150,10,0.1,all-distilroberta-v1,0.45465755844461797,0.9,0.1311449408531189
20,10,0.5,150,10,0.1,paraphrase-MiniLM-L6-v2,0.5050978168581209,0.8166666666666667,0.5233792066574097
20,10,0.5,150,10,0.1,neuralmind/bert-base-portuguese-cased,0.5410253499657904,0.775,0.31826654076576233
20,10,0.5,150,100,0.1,all-MiniLM-L6-v2,0.4950726227697918,0.8875,0.7530953884124756
20,10,0.5,150,100,0.1,all-distilroberta-v1,0.47055924141511385,0.8,0.6670101881027222
20,10,0.5,150,100,0.1,paraphrase-MiniLM-L6-v2,0.4240691276621192,0.8166666666666667,0.7609965205192566
20,10,0.5,150,100,0.1,neuralmind/bert-base-portuguese-cased,0.5369751670247519,0.975,0.5774313807487488
