arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo
lX1U83qGbDE.mp3,519.743875,48000,0.12540866,0.9166304,0.1368148624897003,27.512568,0.0382800735394091,0,0.0
8MY5EU1xsC4.mp3,173.56916666666666,48000,0.11601119,1.0458667,0.1109234914183616,31.441868,0.0440932401447182,0,0.0
30hJ4l9JpRg.mp3,79.15683333333334,48000,0.0663066,1.0701346,0.0619609877467155,28.161045,0.0570522524760813,14,0.1768640736428314
tAIjTGi9D68.mp3,30.037354166666667,48000,0.041299433,0.26722798,0.1545475572347641,34.446857,0.0328188440162406,0,0.0
S1Q5sseqWoA.mp3,61.3006875,48000,0.02702382,0.352459,0.0766722336411476,24.56667,0.0472812071787454,3,0.04893909224101279
-yLoG0nHIkY.mp3,690.7936666666667,48000,0.023819143,0.5450119,0.0437038987874984,26.092068,0.0614153192651554,188,0.2721507290406542
Ay5Y3t47i0M.mp3,51.977875,48000,0.08307297,0.82088846,0.1011988520622253,27.784588,0.051395384164016,0,0.0
ZcnUhFxb59s.mp3,20.7354375,48000,0.07346853,1.0008354,0.0734072029590606,179.11548,0.0255541389371141,0,0.0
X8AizooD1vE.mp3,1099.4346666666668,48000,0.049923424,1.0330806,0.0483248122036457,26.322796,0.0670091866019714,64,0.058211735485873946
csizOvu3_-I.mp3,176.85333333333332,48000,0.022624139,0.30649164,0.073816493153572,27.162859,0.0749407619225318,20,0.11308805790108566
FobEptIIzFI.mp3,29.47775,48000,0.25141424,1.2070092,0.2082952111959457,30.478111,0.0594042544772069,0,0.0
EMuSkcDEgqU.mp3,12.010666666666667,48000,0.08164127,0.79360235,0.1028742790222168,42.23784,0.0462528421694764,0,0.0
0fxx_awZ0JI.mp3,35.015708333333336,48000,0.036035288,0.8377749,0.0430130921304225,22.549637,0.0438486378693268,2,0.0571172223894752
ZSoJpFVrfp4.mp3,4.771708333333334,48000,0.12630032,0.6446091,0.1959331929683685,35.3525,0.0301099504743303,0,0.0
Ywa4azYBec4.mp3,24.856979166666665,48000,0.06355464,0.52680725,0.1206411570310592,53.464027,0.0467897445436507,0,0.0
ZnzJzMd0t00.mp3,1552.128,48000,0.016193861,0.26277342,0.0616267099976539,26.61864,0.048165802974863,39,0.025126793666501734
ghVm3q2ho4U.mp3,2996.628041666667,48000,0.028128834,0.8674512,0.0324269942939281,33.60653,0.0581411494642647,738,0.24627681171585733
_-C9NdsJEH4.mp3,490.8698541666666,48000,0.083022825,1.1087856,0.0748772546648979,26.329376,0.0581016809097946,20,0.040743997273887056
ZGmeS2zsNeU.mp3,59.768166666666666,48000,0.036288932,0.4766694,0.0761301890015602,21.449625,0.0489711067150695,0,0.0
fpr7h6QUuG8.mp3,932.2579791666668,48000,0.06379115,1.1346924,0.0562188886106014,25.429401,0.0766606925772311,44,0.0471972361548796
BInvjaypRO4.mp3,120.46933333333334,48000,0.10728872,0.8963692,0.1196925491094589,39.30649,0.0727651892430278,13,0.10791128032583672
X_i8y6QHsD0.mp3,160.5195625,48000,0.061418984,0.9948292,0.0617382228374481,25.301302,0.0666030355526114,4,0.02491908112445796
ATRcLRgIW8U.mp3,534.6618541666667,48000,0.059773196,0.87802726,0.0680766999721527,26.897402,0.0570441669264339,6,0.011222046146066854
_XHADwHYW84.mp3,126.61333333333332,48000,0.026234632,0.82976824,0.0316168181598186,17.895237,0.0702227493734731,9,0.07108256107834879
YDAhohNeKQI.mp3,68.01066666666667,48000,0.030276343,0.99923,0.0302996728569269,17.13404,0.0717650926915085,3,0.04411072772898369
tfLQIektzxo.mp3,819.4329791666667,48000,0.05499559,0.9449866,0.0581972151994705,35.70428,0.064604715791863,285,0.3478014764426916
jG6b_cqJW-g.mp3,15.893333333333333,48000,0.19014983,1.0554588,0.1801584661006927,35.479546,0.0664959810949027,0,0.0
mgGl-R1G06c.mp3,2258.3263541666665,48000,0.26683322,1.7244265,0.1547373682260513,27.233599,0.0418050474995749,0,0.0
eSpgguJspZ4.mp3,38.185229166666666,48000,0.09396305,0.8393154,0.1119520142674446,33.579872,0.0445144738564944,0,0.0
